Source,Target,OSM ID,Highway,Oneway,Reversed,Length
3398341050,9038482910,976731325,footway,False,True,9.956000000000001
3398341056,424780615,107613002,tertiary,True,False,10.274
3398341056,9217289499,1178369661,footway,False,True,6.846
3398341056,7034485595,"[1178369661, 1184833351]",footway,False,False,6.545
3398341057,6746369888,688902503,footway,False,True,7.646
3398341057,6461852639,1178369661,footway,False,False,9.428
3398341057,6558128310,453989323,secondary,True,False,63.66
3398341062,29796354,34144392,secondary,True,False,9.99
3398341062,9039280745,976816073,footway,False,False,9.463
3398341062,9039280744,976816073,footway,False,True,9.394
3398341066,29796354,464943212,secondary,True,False,7.462
3398341066,9038500753,976816074,footway,False,False,12.842
3398341066,9039280745,976816074,footway,False,True,9.974
3398341069,1315075334,48921991,secondary,True,False,6.708
3398341069,6461852637,688902503,footway,False,False,7.918
3398341071,208765217,80194350,tertiary,True,False,65.077
3398341071,10946755290,688902503,footway,False,False,3.548
3398341071,6461852637,688902503,footway,False,True,5.58
3398341074,26233200,4320454,pedestrian,True,False,9.08
3398341074,10099144250,1103642699,footway,False,True,7.234
3398341074,10099144256,1103642700,footway,False,True,8.427
3398341081,29784601,475251116,residential,True,False,8.685
3398341081,11060288188,976818464,footway,False,False,2.97
3398341081,9039280179,976818464,footway,False,True,6.171
3398341082,4333509293,39368249,secondary,True,False,106.806
3398341082,9039280742,976816075,footway,False,False,9.56
3398341082,9039280746,976816075,footway,False,True,5.009
3398341084,3391132741,4687530,secondary,True,False,89.898
3398341084,9039280758,976816072,footway,False,False,9.007
3398341084,9038500755,976816072,footway,False,True,13.74
3398341090,9910411646,34144392,secondary,True,False,79.351
3398341090,11060288175,1103642705,footway,False,False,6.218
3398341090,10099144256,1103642705,footway,False,True,8.641
3398373694,29794285,632315308,secondary,True,False,8.848
3398373694,9038482910,976731324,footway,False,False,8.29
3398373694,9038482909,976731324,footway,False,True,8.483
3398373696,29795957,454215277,secondary,True,False,7.848
3398373696,3398341050,976731325,footway,False,True,13.996
3398373696,9038482907,976731325,footway,False,False,10.908999999999999
3398373700,6461852638,688902503,footway,False,False,8.367
3398373700,10946755290,688902503,footway,False,True,19.11
3398373700,6461852661,794905835,tertiary,True,False,186.91
3473164546,9039383559,165325223,residential,True,False,113.69
3473164546,3473164547,"[340112851, 340708214]",service,False,False,64.851
3473164547,425952526,41258633,tertiary,True,False,36.115
3473164547,3473164546,"[340112851, 340708214]",service,False,True,64.851
3479753020,6461852650,48921999,tertiary,False,True,46.288
3479753020,10942547282,340724312,service,False,False,7.234
3479753020,7181949564,48921999,tertiary,False,False,52.95
3479927904,3479927905,340739931,footway,False,True,58.628
3479927905,3479927906,340739931,footway,False,True,9.022
3479927905,10099144280,1103642704,path,False,False,38.556
3479927905,3479927904,340739931,footway,False,False,58.628
3479927905,11060288175,"[1103642704, 1103642705]","['path', 'footway']",False,True,46.895
3479927906,3479927905,340739931,footway,False,False,9.022
3479927906,10099144283,453989325,tertiary,True,False,38.713
3764850439,3764850440,372931519,path,False,False,49.077
3764850439,7188440407,732988741,footway,False,False,11.658
3764850439,6863721176,732988741,footway,False,True,41.022
3764850440,3764850439,372931519,path,False,True,49.077
3764850440,6863721176,732988742,footway,False,True,31.115
3764850440,6863786896,"[732988742, 732988743]",footway,False,False,158.463
4065593738,11065337849,404285180,service,True,False,40.223
4065593739,1281824267,38911500,service,True,False,69.643
4333509293,9039280761,435428566,service,False,True,5.737
4333509293,9038500787,39368249,secondary,True,False,31.355
4333509300,9038430166,435428566,service,False,False,3.676
4333509300,9038430133,48808784,residential,True,False,107.366
4333516447,208710071,205657782,residential,True,False,44.713
4333516447,9041797180,435429811,residential,False,True,80.258
4333540483,10054383435,165325231,secondary,True,False,30.445
4335040067,9038500798,435600114,service,False,True,6.503
4335040068,9038500798,435600114,service,False,False,38.167
4605832349,208710074,19893609,pedestrian,False,False,6.674
4605832349,208678567,19893609,pedestrian,False,True,35.956
4605832349,9039378577,976830706,footway,False,False,70.826
4605832349,10089969964,"[976830704, 976830705, 976830706]",footway,False,True,84.141
4655302249,11065681740,19894751,residential,False,False,29.331
4655302249,1281694941,19894751,residential,False,True,83.237
4655302249,1281694929,471379359,service,False,True,37.233
5279998421,6864077038,107161655,footway,False,False,7.982
5279998421,5279998422,546380368,footway,False,True,31.385
5279998421,6864077021,"[546380368, 104671951]",footway,False,"[False, True]",44.367999999999995
5279998422,5279998452,104671951,footway,False,False,11.033
5279998422,5279998421,546380368,footway,False,False,31.385
5279998422,5279998450,546380368,footway,False,True,16.642
5279998432,1232083169,104671951,footway,False,False,32.318
5279998432,5279998452,104671951,footway,False,True,19.167
5279998432,5279998449,546380368,footway,False,False,18.71
5279998439,1207379323,104671930,footway,False,True,12.431
5279998439,5279998440,546380367,footway,False,False,15.431
5279998439,1207379276,546380367,footway,False,True,29.387
5279998440,1207379266,104671947,footway,False,True,11.995
5279998440,5279998439,546380367,footway,False,True,15.431
5279998440,5279998446,546380367,footway,False,False,22.4
5279998441,1207379323,104671930,footway,False,False,6.601
5279998441,1207379294,104671930,footway,False,True,5.369
5279998441,1207379275,104671942,footway,False,False,32.227
5279998442,1207379275,104671931,footway,False,False,5.968
5279998442,5279998443,546380367,footway,False,False,12.191
5279998442,1207379294,546380367,footway,False,True,32.888
5279998443,1207379317,104671928,footway,False,True,6.134
5279998443,5279998448,546380367,footway,False,False,17.088
5279998443,5279998442,546380367,footway,False,True,12.191
5279998445,1207379314,546380367,footway,False,False,15.133
5279998445,1207379313,546380367,footway,False,True,12.818
5279998445,6863786885,732988736,footway,False,False,8.189
5279998445,6863786887,732988736,footway,False,True,9.792
5279998446,5279998447,546380367,footway,False,False,24.207
5279998446,6863721178,732988735,footway,False,False,7.702
5279998446,6863868059,732988735,footway,False,True,9.967
5279998446,5279998440,546380367,footway,False,True,22.4
5279998447,1207379294,546380367,footway,False,False,35.265
5279998447,5279998446,546380367,footway,False,True,24.207
5279998447,6863721174,732988734,footway,False,False,8.884
5279998448,6863721181,546380367,footway,False,False,6.429
5279998448,5279998443,546380367,footway,False,True,17.088
5279998448,6863786890,977073789,footway,False,True,8.187
5279998448,6863786889,977073790,footway,False,False,8.608
5279998448,32124695,1184528253,footway,False,False,12.541
5279998449,6863786887,732988736,footway,False,False,10.105
5279998449,6863786886,732988736,footway,False,True,8.133
5279998449,5279998450,546380368,footway,False,False,27.35
5279998449,5279998432,546380368,footway,False,True,18.71
5279998450,11002193976,1184528250,footway,False,True,0.522
5279998450,5279998422,546380368,footway,False,False,16.642
5279998450,5279998449,546380368,footway,False,True,27.349999999999998
5279998452,5279998432,104671951,footway,False,False,19.167
5279998452,5279998422,104671951,footway,False,True,11.033
5279998452,5279998453,546380369,footway,False,False,31.591
5279998453,6864077034,107161655,footway,False,False,3.699
5279998453,6864077038,107161655,footway,False,True,2.22
5279998453,5279998452,546380369,footway,False,True,31.591
5467985722,7181949571,769404748,footway,False,False,7.718
5467985722,7181949559,769404748,footway,False,True,8.775
5467985722,7181949557,769404746,footway,False,True,41.532000000000004
5543773616,1307308103,115802116,footway,False,True,17.389
5543773616,5543773617,578642051,footway,False,True,109.589
5543773616,1307308119,578642051,footway,False,False,35.698
5543773617,5543773616,578642051,footway,False,False,109.589
5543773620,1307308223,115802114,footway,False,True,111.34199999999998
5754998846,4333540483,435432250,service,True,False,26.37
6459355297,467692789,39115455,footway,False,True,16.529
6459355297,467692757,39115459,service,False,False,26.476
6459355297,6459355298,688710969,footway,False,True,13.426000000000002
6459355298,467692777,688710970,footway,False,True,6.885
6459355298,6459355297,688710969,footway,False,False,13.425999999999998
6459355298,467692813,"[688710969, 39115484]",footway,False,True,42.858999999999995
6461852637,3398341071,688902503,footway,False,False,5.58
6461852637,3398341069,688902503,footway,False,True,7.918
6461852637,6461856958,"[688902916, 688902919]",footway,False,True,65.751
6461852638,6746369888,688902503,footway,False,False,2.324
6461852638,3398373700,688902503,footway,False,True,8.367
6461852638,6461856961,688902922,footway,False,False,45.538
6461852639,6558128312,698310860,footway,False,False,17.213
6461852639,6555702801,698310860,footway,False,True,63.532
6461852639,9217289499,1178369661,footway,False,False,2.849
6461852639,3398341057,1178369661,footway,False,True,9.428
6461852644,6461852651,688902504,footway,False,False,7.649
6461852644,6461852653,688902504,footway,False,True,6.816
6461852644,7208720099,688902914,footway,False,False,105.614
6461852644,10209964801,1116311207,footway,False,True,44.095
6461852645,6461852650,688902504,footway,False,False,7.154
6461852645,6461852651,688902504,footway,False,True,6.859
6461852645,10942547282,769404752,footway,False,False,46.578
6461852646,6912975387,738275195,footway,False,False,23.903
6461852646,6461852652,1185545291,footway,False,False,6.622
6461852646,10946755292,1185545291,footway,False,True,3.565
6461852646,7181949562,769404750,footway,False,False,99.09200000000001
6461852650,3479753020,48921999,tertiary,False,False,46.288
6461852650,1315075432,48921999,tertiary,False,True,6.898
6461852650,10946755292,688902504,footway,False,False,4.699
6461852650,6461852645,688902504,footway,False,True,7.154
6461852651,467692773,274693147,tertiary,True,False,44.2
6461852651,6461852645,688902504,footway,False,False,6.859
6461852651,6461852644,688902504,footway,False,True,7.649
6461852652,11012608626,415626770,tertiary,True,False,3.619
6461852652,6461852646,1185545291,footway,False,True,6.622
6461852652,10946755291,1185545291,footway,False,False,12.113
6461852653,1315075432,453989310,tertiary,True,False,7.967
6461852653,6461852644,688902504,footway,False,False,6.816
6461852653,10946755291,1185545293,footway,False,True,3.217
6461852656,7181949572,769404751,footway,False,False,44.642
6461852656,6461852662,1177935993,footway,False,False,7.851
6461852656,6912975387,1177935993,footway,False,True,5.643
6461852657,9627374322,1046942862,footway,False,False,18.431
6461852657,6461852663,"[688902505, 1177935994]",footway,False,False,6.573
6461852657,10942517085,1177935994,footway,False,True,2.8689999999999998
6461852658,6461852661,688902505,footway,False,False,9.088
6461852658,7181863870,688902505,footway,False,True,1.374
6461852658,10971777765,688903273,footway,False,True,11.847
6461852661,6461852658,688902505,footway,False,True,9.088
6461852661,32124410,794905835,tertiary,True,False,9.223
6461852661,6461852664,688902505,footway,False,False,15.208
6461852662,6461852656,1177935993,footway,False,True,7.851
6461852662,1245728002,794905835,tertiary,True,False,42.153
6461852662,10942517085,"[1177935993, 1177935994]",footway,False,False,9.321
6461852663,32124410,415626770,tertiary,True,False,9.91
6461852663,10099144260,688902505,footway,False,False,6.735
6461852663,6461852657,"[688902505, 1177935994]",footway,False,True,6.573
6461852664,6461852652,415626770,tertiary,True,False,23.75
6461852664,6912975387,1177935993,footway,False,False,6.056
6461852664,6461852661,688902505,footway,False,True,15.207999999999998
6461856956,7208720099,688902914,footway,False,True,5.388
6461856956,6461856958,688902919,footway,False,False,5.693
6461856956,7208720098,772184187,footway,False,True,7.409
6461856958,208765217,503388659,service,False,True,4.889
6461856958,6461856956,688902919,footway,False,True,5.693
6461856958,467692809,503388659,service,False,False,26.403
6461856958,6461852637,"[688902916, 688902919]",footway,False,False,65.751
6461856961,6461852638,688902922,footway,False,True,45.538
6461856961,2000648565,189448474,footway,False,True,85.304
6461856961,10971777770,688903274,footway,False,False,86.52600000000001
6461856962,10971777765,688903273,footway,False,False,29.247
6461856962,10971777769,688903272,footway,False,False,37.556999999999995
6461856962,10971777770,688903274,footway,False,True,14.268
6481858901,467692803,39115472,footway,False,False,13.255
6481858901,467692801,39115472,footway,False,True,10.917
6481858901,467692807,690837253,footway,False,False,6.713
6555702798,6555702801,698310860,footway,False,False,48.773
6555702801,6461852639,698310860,footway,False,False,63.532
6555702801,6555702798,698310860,footway,False,True,48.773
6555702801,6558128311,698310865,footway,False,False,6.344
6555702801,6558128310,698310865,footway,False,True,8.924
6558128308,6558128310,698310865,footway,False,False,8.394
6558128308,6746369888,718397607,footway,False,False,63.53
6558128308,10971777753,1178369660,footway,False,False,48.05
6558128309,6558128311,698310865,footway,False,True,8.796
6558128309,10099144285,1103642706,footway,False,False,47.251
6558128310,29794421,453989323,secondary,True,False,7.075
6558128310,6555702801,698310865,footway,False,False,8.924
6558128310,6558128308,698310865,footway,False,True,8.394
6558128311,29794421,48921992,tertiary,True,False,11.416
6558128311,6558128309,698310865,footway,False,False,8.796
6558128311,6555702801,698310865,footway,False,True,6.344
6558128312,6461852639,698310860,footway,False,True,17.213
6721030565,9041753241,118773309,tertiary,False,True,8.306
6721030565,9041753239,274693142,secondary,True,False,8.949
6721030565,1207405217,996323901,unclassified,True,False,9.261
6746369888,3398341057,688902503,footway,False,False,7.646
6746369888,6461852638,688902503,footway,False,True,2.324
6746369888,6558128308,718397607,footway,False,True,63.53
6863721172,6863721175,732988734,footway,False,False,8.568
6863721172,6863721174,732988734,footway,False,True,7.375
6863721172,6863786888,732988738,footway,False,False,99.552
6863721173,6863721175,732988734,footway,False,True,8.67
6863721173,6863786892,732988739,footway,False,False,36.236
6863721173,9041797209,1185049265,footway,False,True,59.135999999999996
6863721174,6863721172,732988734,footway,False,False,7.375
6863721174,5279998447,732988734,footway,False,True,8.884
6863721174,208721771,1184528249,tertiary,True,False,9.191
6863721175,6863721173,732988734,footway,False,False,8.67
6863721175,6863721172,732988734,footway,False,True,8.568
6863721175,208721771,977073827,secondary,True,False,7.16
6863721176,6863721178,732988735,footway,False,True,7.976
6863721176,3764850440,732988742,footway,False,False,31.115
6863721176,6863721179,992787134,footway,False,False,9.09
6863721176,3764850439,732988741,footway,False,False,41.022
6863721177,7243139904,732988740,footway,False,True,8.943
6863721177,6863721179,992787134,footway,False,True,8.542
6863721177,11065676335,732988744,footway,False,False,47.224000000000004
6863721178,6863786885,19896202,tertiary,True,False,94.85
6863721178,6863721176,732988735,footway,False,False,7.976
6863721178,5279998446,732988735,footway,False,True,7.702
6863721179,11065676329,60116378,secondary,True,False,68.192
6863721179,6863721177,992787134,footway,False,False,8.542
6863721179,6863721176,992787134,footway,False,True,9.09
6863721181,1207379317,104671942,footway,False,True,14.909
6863721181,1207379313,546380367,footway,False,False,6.545
6863721181,5279998448,546380367,footway,False,True,6.429
6863721182,6863721184,732988736,footway,False,False,7.992
6863721182,6863786885,732988736,footway,False,True,8.112
6863721182,7188440407,732988741,footway,False,True,42.437
6863721183,6863786886,732988736,footway,False,False,7.369
6863721183,6863721184,732988736,footway,False,True,10.987
6863721183,6864077029,733017782,footway,False,False,83.83
6863721183,11065337853,"[1191876028, 733018108]",footway,False,"[False, True]",15.976
6863721184,32124694,533386017,secondary,False,False,7.805
6863721184,462248819,533386017,secondary,False,True,15.838
6863721184,6863721183,732988736,footway,False,False,10.987
6863721184,6863721182,732988736,footway,False,True,7.992
6863786885,32124694,422539714,tertiary,True,False,8.634
6863786885,6863721182,732988736,footway,False,False,8.112
6863786885,5279998445,732988736,footway,False,True,8.189
6863786886,6864077041,60116375,tertiary,True,False,84.729
6863786886,5279998449,732988736,footway,False,False,8.133
6863786886,6863721183,732988736,footway,False,True,7.369
6863786887,6863786889,422539631,secondary,False,False,26.681
6863786887,32124694,422539631,secondary,False,True,7.953
6863786887,5279998445,732988736,footway,False,False,9.792
6863786887,5279998449,732988736,footway,False,True,10.105
6863786888,11002193975,1184528251,footway,False,True,1.067
6863786888,6863721172,732988738,footway,False,True,99.55199999999999
6863786888,9041797157,733313441,footway,False,False,52.492
6863786889,32124695,422539631,secondary,False,False,7.758
6863786889,6863786887,422539631,secondary,False,True,26.681
6863786889,11002193976,977073790,footway,False,False,8.428
6863786889,5279998448,977073790,footway,False,True,8.608
6863786890,5279998448,977073789,footway,False,False,8.187
6863786890,11002193975,977073789,footway,False,True,7.771
6863786890,6863721174,1184528249,tertiary,True,False,98.44200000000001
6863786892,6863868059,732988735,footway,False,False,8.75
6863786892,7243139904,732988740,footway,False,False,10.822
6863786892,6863721173,732988739,footway,False,True,36.236
6863786894,6863786898,732988743,footway,False,False,9.667
6863786894,6863786896,732988743,footway,False,True,6.795
6863786894,11065676325,732988744,footway,False,True,1.609
6863786895,6863786897,732988743,footway,False,True,8.26
6863786895,11065676342,1191912214,footway,False,False,56.370999999999995
6863786896,208721773,60116378,secondary,True,False,9.241
6863786896,6863786894,732988743,footway,False,False,6.795
6863786896,3764850440,"[732988742, 732988743]",footway,False,True,158.463
6863786897,427615136,456318008,secondary,True,False,9.108
6863786897,6863786895,732988743,footway,False,False,8.26
6863786897,6863786898,732988743,footway,False,True,16.769
6863786898,6863786897,732988743,footway,False,False,16.769
6863786898,6863786894,732988743,footway,False,True,9.667
6863786898,11065676343,456316923,secondary,True,False,65.512
6863786900,11065676332,732988744,footway,False,False,4.471
6863786900,11065676328,1191912203,service,True,False,11.942
6863786900,11065676335,732988744,footway,False,True,22.873
6863786901,11065676325,732988744,footway,False,False,32.371
6863786901,11065676332,732988744,footway,False,True,71.27799999999999
6863786901,11065676352,"[1191912210, 1191912211, 1191912212]","['steps', 'footway']",False,True,24.722
6863868059,208721772,479129085,secondary,True,False,9.225
6863868059,5279998446,732988735,footway,False,False,9.967
6863868059,6863786892,732988735,footway,False,True,8.75
6864077020,6864077023,104671951,footway,False,False,18.264
6864077020,6864077028,733017777,footway,False,False,8.466
6864077020,1232083169,104671951,footway,False,True,35.852000000000004
6864077020,7188303493,770003733,footway,False,True,15.494
6864077021,6864077023,104671951,footway,False,True,11.782
6864077021,6864077045,733017776,footway,False,False,7.011
6864077021,6864077022,776297916,footway,False,True,14.798
6864077021,5279998421,"[546380368, 104671951]",footway,False,"[False, True]",44.367999999999995
6864077021,6864077043,733017776,footway,False,True,9.955
6864077022,6864077023,733017775,footway,False,False,5.924
6864077022,7188303493,733017775,footway,False,True,5.75
6864077022,6864077021,776297916,footway,False,False,14.798
6864077022,7188313167,733017779,footway,False,True,9.23
6864077023,6864077021,104671951,footway,False,False,11.782
6864077023,6864077020,104671951,footway,False,True,18.264
6864077023,6864077022,733017775,footway,False,True,5.924
6864077024,6864077044,733017776,footway,False,False,8.417
6864077024,6864077045,733017776,footway,False,True,9.179
6864077024,10126168934,1106595050,footway,False,True,44.586
6864077025,6864077046,733017776,footway,False,False,9.731
6864077025,6864077044,733017776,footway,False,True,6.776
6864077025,10278683462,1123959313,footway,False,False,1.828
6864077026,6864077043,733017776,footway,False,False,10.053
6864077026,6864077046,733017776,footway,False,True,9.351
6864077026,6864077031,733017781,footway,False,False,37.995000000000005
6864077028,6864077020,733017777,footway,False,True,8.466
6864077028,6864077041,733017778,footway,False,False,8.965
6864077028,6864077042,733017778,footway,False,True,10.427
6864077029,6864077040,733017778,footway,False,False,9.114
6864077029,6864077041,733017778,footway,False,True,7.354
6864077029,6863721183,733017782,footway,False,True,83.83
6864077029,6864096014,"[733018109, 1191876023]",footway,False,"[False, True]",17.424999999999997
6864077031,6864077042,733017778,footway,False,False,9.721
6864077031,6864077040,733017778,footway,False,True,25.021
6864077031,6864077026,733017781,footway,False,True,37.995
6864077034,1232083169,107161655,footway,False,False,15.231
6864077034,5279998453,107161655,footway,False,True,3.699
6864077034,6864077036,733017779,footway,False,False,25.397000000000002
6864077036,7188313167,733017779,footway,False,False,1.346
6864077036,6864077034,733017779,footway,False,True,25.397000000000002
6864077036,6864077038,733017780,footway,False,True,24.705000000000002
6864077038,5279998453,107161655,footway,False,False,2.22
6864077038,5279998421,107161655,footway,False,True,7.982
6864077038,6864077036,733017780,footway,False,False,24.705000000000002
6864077040,462248821,60116377,tertiary,True,False,16.85
6864077040,6864077029,733017778,footway,False,True,9.114
6864077040,6864077031,733017778,footway,False,False,25.021
6864077041,32124760,60116375,tertiary,True,False,9.966
6864077041,6864077029,733017778,footway,False,False,7.354
6864077041,6864077028,733017778,footway,False,True,8.965
6864077042,32124760,60116379,tertiary,False,False,8.226
6864077042,6864077043,60116379,tertiary,False,True,38.195
6864077042,6864077031,733017778,footway,False,True,9.721
6864077042,6864077028,733017778,footway,False,False,10.427
6864077043,6864077042,60116379,tertiary,False,False,38.195
6864077043,1207405301,60116379,tertiary,False,True,8.329
6864077043,6864077026,733017776,footway,False,True,10.053
6864077043,6864077021,733017776,footway,False,False,9.955
6864077044,1207405301,4911698,tertiary,True,False,9.138
6864077044,6864077025,733017776,footway,False,False,6.776
6864077044,6864077024,733017776,footway,False,True,8.417
6864077045,6864077024,733017776,footway,False,False,9.179
6864077045,6864077021,733017776,footway,False,True,7.011
6864077045,9041797154,19896203,tertiary,True,False,92.38900000000001
6864077046,1207405301,456345791,tertiary,False,True,8.51
6864077046,6864077026,733017776,footway,False,False,9.351
6864077046,6864077025,733017776,footway,False,True,9.731
6864096014,462248821,38911500,service,True,False,10.705
6864096014,11065337842,1191876023,footway,False,True,3.867
6864096014,6864077029,"[733018109, 1191876023]",footway,False,"[False, True]",17.425
6867340777,6867340778,977073785,footway,False,False,6.777
6867340777,9041832217,977073792,footway,False,True,72.012
6867340777,9041797170,"[977073796, 977073797]",footway,False,True,113.063
6867340778,228705909,21258129,residential,True,False,7.936
6867340778,9041797124,977073785,footway,False,False,4.233
6867340778,6867340777,977073785,footway,False,True,6.777
6867340779,9041832217,977073793,footway,False,False,4.795
6867340779,9041797157,977073793,footway,False,True,5.007
6867340779,9041797213,"[370125649, 80209250, 370125650]",residential,True,False,101.297
6869469993,9038500728,733522443,service,False,True,9.069
6869469993,3398373694,"[632315307, 632315308, 164974773]",secondary,True,False,21.38
6869469994,9039280190,733522443,service,False,False,3.629
6912975387,6461852646,738275195,footway,False,True,23.903
6912975387,6461852656,1177935993,footway,False,False,5.643
6912975387,6461852664,1177935993,footway,False,True,6.056
6916840871,6916840872,1123340788,footway,False,False,9.8
6916840871,6916840877,1123340790,footway,False,True,8.589
6916840872,6916840873,1123340788,footway,False,False,9.169
6916840872,6916840871,1123340788,footway,False,True,9.8
6916840873,6916840872,1123340788,footway,False,True,9.169
6916840873,10099499161,"[1103683251, 1103683252]",footway,False,"[False, True]",101.482
6916840873,6916840876,1123340789,footway,False,False,8.455
6916840875,10099144277,738660328,footway,False,True,4.206
6916840875,6916840877,1123340790,footway,False,False,8.542
6916840876,10099144267,332695584,secondary,True,False,4.647
6916840876,10099144287,1123340789,footway,False,False,4.558
6916840876,6916840873,1123340789,footway,False,True,8.455
6916840877,6916840871,1123340790,footway,False,False,8.589
6916840877,6916840875,1123340790,footway,False,True,8.542
6916840878,29793357,453989324,tertiary,True,False,7.887
6916840878,10099144277,738660328,footway,False,False,4.38
6916840878,10099144268,738660328,footway,False,True,3.93
7034485595,11005799353,1184833351,footway,False,False,10.113
7034485595,3398341056,"[1178369661, 1184833351]",footway,False,True,6.545
7181863870,6461852658,688902505,footway,False,False,1.374
7181863870,10099144260,688902505,footway,False,True,3.541
7181863870,10971777775,769399860,footway,False,False,26.469
7181863872,3391106830,4320454,pedestrian,True,False,38.614
7181863872,10099144251,769399860,footway,False,True,7.211
7181922222,1315075499,"[116711257, 769400973]","['steps', 'footway']",False,False,9.113
7181922222,10971777769,"[688903272, 769400973]",footway,False,True,111.277
7181922222,1315075483,"[332009840, 116711255, 769401151]","['steps', 'footway']",False,False,28.307
7181949556,208765229,329384210,tertiary,False,True,8.421
7181949556,10946755325,769404747,footway,False,False,6.228
7181949556,10946755296,769404747,footway,False,True,6.315
7181949557,10946755296,769404747,footway,False,False,4.346
7181949557,7181949563,769404747,footway,False,True,10.041
7181949557,5467985722,769404746,footway,False,False,41.532000000000004
7181949559,5467985722,769404748,footway,False,False,8.775
7181949559,7181949569,769404748,footway,False,True,18.917
7181949560,10946755325,1178369659,footway,False,False,1.505
7181949561,10946755324,1178369658,footway,False,False,1.913
7181949561,10942547282,769404752,footway,False,True,51.974000000000004
7181949562,10946755323,1178369657,footway,False,False,0.919
7181949562,7181949566,769404749,footway,False,False,39.364999999999995
7181949562,6461852646,769404750,footway,False,True,99.09200000000001
7181949563,7181949557,769404747,footway,False,False,10.041
7181949563,10946755323,769404747,footway,False,True,7.282
7181949563,7181949571,884573683,tertiary,True,False,40.601
7181949564,208765229,48921999,tertiary,False,False,7.321
7181949564,10946755294,769404747,footway,False,False,6.694
7181949564,10946755324,769404747,footway,False,True,6.971
7181949564,3479753020,48921999,tertiary,False,True,52.95
7181949565,208765229,4686990,tertiary,True,False,6.87
7181949565,10946755324,769404747,footway,False,False,7.347
7181949565,10946755325,769404747,footway,False,True,7.258
7181949566,7181949570,769404748,footway,False,False,8.513
7181949566,7181949571,769404748,footway,False,True,6.368
7181949566,7181949572,769404751,footway,False,True,51.731
7181949566,7181949562,769404749,footway,False,True,39.364999999999995
7181949567,7181949569,769404748,footway,False,False,6.689
7181949567,7181949570,769404748,footway,False,True,11.464
7181949567,10942517102,1103689930,footway,False,True,55.879
7181949567,10942517096,1177935998,footway,False,False,51.056
7181949569,208756336,329384209,tertiary,True,False,61.333
7181949569,7181949567,769404748,footway,False,True,6.689
7181949569,7181949559,769404748,footway,False,False,18.917
7181949570,7181949567,769404748,footway,False,False,11.464
7181949570,7181949566,769404748,footway,False,True,8.513
7181949570,29239090,794905835,tertiary,True,False,6.443
7181949571,7181949566,769404748,footway,False,False,6.368
7181949571,5467985722,769404748,footway,False,True,7.718
7181949571,29239090,884573683,tertiary,True,False,8.775
7181949572,1245728002,143604703,service,False,False,8.306
7181949572,7181949566,769404751,footway,False,False,51.731
7181949572,6461852656,769404751,footway,False,True,44.642
7181949572,1583371512,143604703,service,False,True,12.192
7188303493,6864077022,733017775,footway,False,False,5.75
7188303493,10278683465,"[1123959314, 194850426, 733017775]","['steps', 'footway']",False,True,12.322
7188303493,6864077020,770003733,footway,False,False,15.494
7188303493,7188313167,770003745,footway,False,False,6.564
7188313167,6864077036,733017779,footway,False,True,1.346
7188313167,6864077022,733017779,footway,False,False,9.23
7188313167,7188303493,770003745,footway,False,True,6.564
7188440407,6863721182,732988741,footway,False,False,42.437
7188440407,3764850439,732988741,footway,False,True,11.658
7188440407,1281824259,770016789,footway,False,False,5.262
7208720098,7208720099,772184186,footway,False,False,9.066
7208720098,467692810,772184186,footway,False,True,21.017
7208720098,6461856956,772184187,footway,False,False,7.409
7208720099,6461856956,688902914,footway,False,False,5.388
7208720099,6461852644,688902914,footway,False,True,105.614
7208720099,7208720098,772184186,footway,False,True,9.066
7243139904,208721772,361607072,tertiary,False,False,8.579
7243139904,6863721177,732988740,footway,False,False,8.943
7243139904,6863786892,732988740,footway,False,True,10.822
7243139904,208710068,"[361607072, 456315708]",tertiary,False,True,81.501
8025526256,9627374323,4320454,pedestrian,True,False,8.085
8025526256,10942547210,861088575,footway,False,True,7.293
8025526257,9627374328,861088575,footway,False,False,73.457
8025526257,9627374325,861088575,footway,False,True,8.893
8025526257,10942547208,"[861088576, 1177936002]","['steps', 'footway']",False,True,16.18
8227787376,467692829,39115449,footway,False,True,9.242
8227787376,467692788,39115452,footway,False,False,7.688
8227787376,467692791,714752376,footway,False,False,11.876
8227787376,467692816,714752376,footway,False,True,8.796
8228760415,8228760416,884878027,footway,False,True,2.107
8228760416,8228760415,884878027,footway,False,False,2.107
8228760416,467692720,884878028,footway,False,True,11.296
9018859744,9039383505,118773309,tertiary,False,False,7.823
9018859744,9039383506,976830729,secondary,True,False,7.794
9036557072,9039280169,977059408,footway,False,True,96.34700000000002
9038430128,9038430135,976724287,footway,False,False,4.45
9038430128,9038430132,976724290,footway,False,True,5.902
9038430129,9038430135,976724287,footway,False,True,3.505
9038430129,9038430133,976724288,footway,False,False,5.845
9038430129,9038430150,976724302,footway,False,True,130.492
9038430130,9038430133,976724288,footway,False,True,3.732
9038430130,9038430134,976724289,footway,False,False,3.462
9038430130,9038430166,"[976724298, 976724299, 976724300, 976724301]",footway,False,True,107.86800000000001
9038430131,9038430134,976724289,footway,False,True,5.024
9038430131,9038430132,976724290,footway,False,False,3.727
9038430132,9038430128,976724290,footway,False,False,5.902
9038430132,9038430131,976724290,footway,False,True,3.727
9038430133,31701312,48808784,residential,True,False,3.645
9038430133,9038430130,976724288,footway,False,False,3.732
